d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,lag_7,lag_28,rolling_mean_7,rolling_mean_28,day_of_week,week,is_event
d_715,45878,2013-01-12,11251,Saturday,1,1,2013,,,,,0,1,1,43287.0,42390.0,35117.0,32927.0,5,2,0
d_716,40207,2013-01-13,11251,Sunday,2,1,2013,,,,,0,1,0,43994.0,40053.0,35487.142857142855,33051.57142857143,6,2,0
d_717,30614,2013-01-14,11251,Monday,3,1,2013,,,,,0,0,1,33517.0,31025.0,34946.142857142855,33057.07142857143,0,3,0
d_718,30901,2013-01-15,11251,Tuesday,4,1,2013,,,,,0,1,1,31220.0,30254.0,34531.42857142857,33042.392857142855,1,3,0
d_719,28802,2013-01-16,11251,Wednesday,5,1,2013,,,,,0,0,0,29532.0,31782.0,34485.857142857145,33065.5,2,3,0
d_720,28370,2013-01-17,11251,Thursday,6,1,2013,,,,,0,0,0,29793.0,30872.0,34381.57142857143,32959.07142857143,3,3,0
d_721,32812,2013-01-18,11251,Friday,7,1,2013,,,,,0,0,0,34476.0,32848.0,34178.28571428572,32869.71428571428,4,3,0
d_722,42267,2013-01-19,11252,Saturday,1,1,2013,,,,,0,0,0,45878.0,40015.0,33940.57142857143,32868.42857142857,5,3,0
d_723,37041,2013-01-20,11252,Sunday,2,1,2013,,,,,0,0,0,40207.0,38987.0,33424.71428571428,32948.857142857145,6,3,0
d_724,30887,2013-01-21,11252,Monday,3,1,2013,MartinLutherKingDay,National,,,0,0,0,30614.0,32623.0,32972.42857142857,32879.357142857145,0,4,1
d_725,25556,2013-01-22,11252,Tuesday,4,1,2013,,,,,0,0,0,30901.0,11.0,33011.42857142857,32817.357142857145,1,4,0
d_726,25594,2013-01-23,11252,Wednesday,5,1,2013,,,,,0,0,0,28802.0,29701.0,32247.85714285714,33729.67857142857,2,4,0
d_727,24967,2013-01-24,11252,Thursday,6,1,2013,,,,,0,0,0,28370.0,29086.0,31789.571428571428,33583.0,3,4,0
d_728,29852,2013-01-25,11252,Friday,7,1,2013,,,,,0,0,0,32812.0,32347.0,31303.428571428572,33435.892857142855,4,4,0
d_729,40693,2013-01-26,11301,Saturday,1,1,2013,,,,,0,0,0,42267.0,37154.0,30880.571428571428,33346.78571428572,5,4,0
d_730,38427,2013-01-27,11301,Sunday,2,1,2013,,,,,0,0,0,37041.0,35699.0,30655.714285714286,33473.17857142857,6,4,0
d_731,27796,2013-01-28,11301,Monday,3,1,2013,,,,,0,0,0,30887.0,35036.0,30853.714285714286,33570.607142857145,0,5,0
d_732,25549,2013-01-29,11301,Tuesday,4,1,2013,,,,,0,0,0,25556.0,24087.0,30412.14285714286,33312.03571428572,1,5,0
d_733,23523,2013-01-30,11301,Wednesday,5,1,2013,,,,,0,0,0,25594.0,32184.0,30411.14285714286,33364.25,2,5,0
d_734,26751,2013-01-31,11301,Thursday,6,1,2013,,,,,0,0,0,24967.0,36241.0,30115.285714285714,33054.92857142857,3,5,0
d_735,39076,2013-02-01,11301,Friday,7,2,2013,,,,,1,1,0,29852.0,33742.0,30370.14285714286,32716.0,4,5,0
d_736,51032,2013-02-02,11302,Saturday,1,2,2013,,,,,1,0,1,40693.0,43287.0,31687.85714285714,32906.5,5,5,0
d_737,41558,2013-02-03,11302,Sunday,2,2,2013,SuperBowl,Sporting,,,1,1,1,38427.0,43994.0,33164.857142857145,33183.107142857145,6,5,1
d_738,28992,2013-02-04,11302,Monday,3,2,2013,,,,,1,0,0,27796.0,33517.0,33612.142857142855,33096.107142857145,0,6,0
d_739,31633,2013-02-05,11302,Tuesday,4,2,2013,,,,,1,1,1,25549.0,31220.0,33783.0,32934.5,1,6,0
d_740,31937,2013-02-06,11302,Wednesday,5,2,2013,,,,,1,1,1,23523.0,29532.0,34652.142857142855,32949.25,2,6,0
d_741,29699,2013-02-07,11302,Thursday,6,2,2013,,,,,1,1,0,26751.0,29793.0,35854.142857142855,33035.142857142855,3,6,0
d_742,35546,2013-02-08,11302,Friday,7,2,2013,,,,,1,0,1,39076.0,34476.0,36275.28571428572,33031.78571428572,4,6,0
d_743,45852,2013-02-09,11303,Saturday,1,2,2013,,,,,1,1,1,51032.0,45878.0,35771.0,33070.0,5,6,0
d_744,43910,2013-02-10,11303,Sunday,2,2,2013,,,,,1,0,0,41558.0,40207.0,35031.0,33069.07142857143,6,6,0
d_745,36617,2013-02-11,11303,Monday,3,2,2013,,,,,0,1,1,28992.0,30614.0,35367.0,33201.32142857143,0,7,0
d_746,36141,2013-02-12,11303,Tuesday,4,2,2013,,,,,0,1,1,31633.0,30901.0,36456.28571428572,33415.71428571428,1,7,0
d_747,38551,2013-02-13,11303,Wednesday,5,2,2013,LentStart,Religious,,,0,1,0,31937.0,28802.0,37100.28571428572,33602.857142857145,2,7,1
d_748,30209,2013-02-14,11303,Thursday,6,2,2013,ValentinesDay,Cultural,,,0,0,1,29699.0,28370.0,38045.142857142855,33951.03571428572,3,7,1
d_749,38260,2013-02-15,11303,Friday,7,2,2013,,,,,0,1,1,35546.0,32812.0,38118.0,34016.71428571428,4,7,0
d_750,45157,2013-02-16,11304,Saturday,1,2,2013,,,,,0,0,0,45852.0,42267.0,38505.71428571428,34211.28571428572,5,7,0
d_751,44653,2013-02-17,11304,Sunday,2,2,2013,,,,,0,0,0,43910.0,37041.0,38406.42857142857,34314.5,6,7,0
d_752,34638,2013-02-18,11304,Monday,3,2,2013,PresidentsDay,National,,,0,0,0,36617.0,30887.0,38512.57142857143,34586.357142857145,0,8,1
d_753,28248,2013-02-19,11304,Tuesday,4,2,2013,,,,,0,0,0,36141.0,25556.0,38229.857142857145,34720.32142857143,1,8,0
d_754,30201,2013-02-20,11304,Wednesday,5,2,2013,LentWeek2,Religious,,,0,0,0,38551.0,25594.0,37102.28571428572,34816.46428571428,2,8,1
d_755,31408,2013-02-21,11304,Thursday,6,2,2013,,,,,0,0,0,30209.0,24967.0,35909.42857142857,34981.0,3,8,0
d_756,32563,2013-02-22,11304,Friday,7,2,2013,,,,,0,0,0,38260.0,29852.0,36080.71428571428,35211.03571428572,4,8,0
d_757,43031,2013-02-23,11305,Saturday,1,2,2013,,,,,0,0,0,45157.0,40693.0,35266.857142857145,35307.857142857145,5,8,0
d_758,44142,2013-02-24,11305,Sunday,2,2,2013,Purim End,Religious,,,0,0,0,44653.0,38427.0,34963.142857142855,35391.357142857145,6,8,1
d_759,32020,2013-02-25,11305,Monday,3,2,2013,,,,,0,0,0,34638.0,27796.0,34890.142857142855,35595.46428571428,0,9,0
d_760,27328,2013-02-26,11305,Tuesday,4,2,2013,,,,,0,0,0,28248.0,25549.0,34516.142857142855,35746.32142857143,1,9,0
d_761,27884,2013-02-27,11305,Wednesday,5,2,2013,,,,,0,0,0,30201.0,23523.0,34384.71428571428,35809.857142857145,2,9,0
d_762,30374,2013-02-28,11305,Thursday,6,2,2013,,,,,0,0,0,31408.0,26751.0,34053.71428571428,35965.607142857145,3,9,0
d_763,39451,2013-03-01,11305,Friday,7,3,2013,,,,,1,1,0,32563.0,39076.0,33906.0,36095.0,4,9,0
d_764,49772,2013-03-02,11306,Saturday,1,3,2013,,,,,1,0,1,43031.0,51032.0,34890.0,36108.392857142855,5,9,0
d_765,48247,2013-03-03,11306,Sunday,2,3,2013,,,,,1,1,1,44142.0,41558.0,35853.0,36063.392857142855,6,9,0
d_766,35817,2013-03-04,11306,Monday,3,3,2013,,,,,1,0,0,32020.0,28992.0,36439.42857142857,36302.28571428572,0,10,0
d_767,31236,2013-03-05,11306,Tuesday,4,3,2013,,,,,1,1,1,27328.0,31633.0,36981.857142857145,36546.03571428572,1,10,0
d_768,32028,2013-03-06,11306,Wednesday,5,3,2013,,,,,1,1,1,27884.0,31937.0,37540.142857142855,36531.857142857145,2,10,0
d_769,29770,2013-03-07,11306,Thursday,6,3,2013,,,,,1,1,0,30374.0,29699.0,38132.142857142855,36535.107142857145,3,10,0
d_770,34292,2013-03-08,11306,Friday,7,3,2013,,,,,1,0,1,39451.0,35546.0,38045.857142857145,36537.642857142855,4,10,0
d_771,44889,2013-03-09,11307,Saturday,1,3,2013,,,,,1,1,1,49772.0,45852.0,37308.857142857145,36492.857142857145,5,10,0
d_772,44108,2013-03-10,11307,Sunday,2,3,2013,,,,,1,0,0,48247.0,43910.0,36611.28571428572,36458.46428571428,6,10,0
d_773,36438,2013-03-11,11307,Monday,3,3,2013,,,,,0,1,1,35817.0,36617.0,36020.0,36465.53571428572,0,11,0
d_774,33792,2013-03-12,11307,Tuesday,4,3,2013,,,,,0,1,1,31236.0,36141.0,36108.71428571428,36459.142857142855,1,11,0
d_775,31808,2013-03-13,11307,Wednesday,5,3,2013,,,,,0,1,0,32028.0,38551.0,36473.857142857145,36375.25,2,11,0
d_776,33167,2013-03-14,11307,Thursday,6,3,2013,,,,,0,0,1,29770.0,30209.0,36442.42857142857,36134.42857142857,3,11,0
d_777,37501,2013-03-15,11307,Friday,7,3,2013,,,,,0,1,1,34292.0,38260.0,36927.71428571428,36240.07142857143,4,11,0
d_778,43652,2013-03-16,11308,Saturday,1,3,2013,,,,,0,0,0,44889.0,45157.0,37386.142857142855,36212.96428571428,5,11,0
d_779,42570,2013-03-17,11308,Sunday,2,3,2013,StPatricksDay,Cultural,,,0,0,0,44108.0,44653.0,37209.42857142857,36159.21428571428,6,11,1
d_780,31365,2013-03-18,11308,Monday,3,3,2013,,,,,0,0,0,36438.0,34638.0,36989.71428571428,36084.82142857143,0,12,0
d_781,29012,2013-03-19,11308,Tuesday,4,3,2013,,,,,0,0,0,33792.0,28248.0,36265.0,35967.92857142857,1,12,0
d_782,29456,2013-03-20,11308,Wednesday,5,3,2013,,,,,0,0,0,31808.0,30201.0,35582.142857142855,35995.21428571428,2,12,0
d_783,29642,2013-03-21,11308,Thursday,6,3,2013,,,,,0,0,0,33167.0,31408.0,35246.142857142855,35968.607142857145,3,12,0
d_784,33168,2013-03-22,11308,Friday,7,3,2013,,,,,0,0,0,37501.0,32563.0,34742.57142857143,35905.53571428572,4,12,0
d_785,40620,2013-03-23,11309,Saturday,1,3,2013,,,,,0,0,0,43652.0,43031.0,34123.57142857143,35927.142857142855,5,12,0
d_786,40633,2013-03-24,11309,Sunday,2,3,2013,,,,,0,0,0,42570.0,44142.0,33690.42857142857,35841.03571428572,6,12,0
d_787,29667,2013-03-25,11309,Monday,3,3,2013,,,,,0,0,0,31365.0,32020.0,33413.71428571428,35715.71428571428,0,13,0
d_788,28632,2013-03-26,11309,Tuesday,4,3,2013,,,,,0,0,0,29012.0,27328.0,33171.142857142855,35631.67857142857,1,13,0
d_789,28258,2013-03-27,11309,Wednesday,5,3,2013,,,,,0,0,0,29456.0,27884.0,33116.857142857145,35678.25,2,13,0
d_790,29654,2013-03-28,11309,Thursday,6,3,2013,,,,,0,0,0,29642.0,30374.0,32945.71428571428,35691.607142857145,3,13,0
d_791,38067,2013-03-29,11309,Friday,7,3,2013,,,,,0,0,0,33168.0,39451.0,32947.42857142857,35665.892857142855,4,13,0
d_792,46410,2013-03-30,11310,Saturday,1,3,2013,,,,,0,0,0,40620.0,49772.0,33647.28571428572,35616.46428571428,5,13,0
d_793,34448,2013-03-31,11310,Sunday,2,3,2013,Easter,Cultural,,,0,0,0,40633.0,48247.0,34474.42857142857,35496.392857142855,6,13,1
d_794,34522,2013-04-01,11310,Monday,3,4,2013,,,,,1,1,0,29667.0,35817.0,33590.857142857145,35003.57142857143,0,14,0
d_795,34642,2013-04-02,11310,Tuesday,4,4,2013,Pesach End,Religious,,,1,0,1,28632.0,31236.0,34284.42857142857,34957.32142857143,1,14,1
d_796,35594,2013-04-03,11310,Wednesday,5,4,2013,,,,,1,1,1,28258.0,32028.0,35143.0,35078.96428571428,2,14,0
d_797,32174,2013-04-04,11310,Thursday,6,4,2013,,,,,1,0,0,29654.0,29770.0,36191.0,35206.32142857143,3,14,0
d_798,38056,2013-04-05,11310,Friday,7,4,2013,,,,,1,1,1,38067.0,34292.0,36551.0,35292.17857142857,4,14,0
d_799,46821,2013-04-06,11311,Saturday,1,4,2013,,,,,1,1,1,46410.0,44889.0,36549.42857142857,35426.607142857145,5,14,0
d_800,46444,2013-04-07,11311,Sunday,2,4,2013,,,,,1,1,0,34448.0,44108.0,36608.142857142855,35495.607142857145,6,14,0
d_801,35017,2013-04-08,11311,Monday,3,4,2013,,,,,1,0,1,34522.0,36438.0,38321.857142857145,35579.03571428572,0,15,0
d_802,33750,2013-04-09,11311,Tuesday,4,4,2013,,,,,1,1,1,34642.0,33792.0,38392.57142857143,35528.28571428572,1,15,0
d_803,31441,2013-04-10,11311,Wednesday,5,4,2013,,,,,1,0,0,35594.0,31808.0,38265.142857142855,35526.78571428572,2,15,0
d_804,32692,2013-04-11,11311,Thursday,6,4,2013,,,,,0,1,1,32174.0,33167.0,37671.857142857145,35513.67857142857,3,15,0
d_805,36082,2013-04-12,11311,Friday,7,4,2013,,,,,0,1,1,38056.0,37501.0,37745.857142857145,35496.71428571428,4,15,0
d_806,43645,2013-04-13,11312,Saturday,1,4,2013,,,,,0,1,0,46821.0,43652.0,37463.857142857145,35446.03571428572,5,15,0
d_807,43990,2013-04-14,11312,Sunday,2,4,2013,,,,,0,0,1,46444.0,42570.0,37010.142857142855,35445.78571428572,6,15,0
d_808,34102,2013-04-15,11312,Monday,3,4,2013,,,,,0,1,1,35017.0,31365.0,36659.57142857143,35496.5,0,16,0
d_809,31039,2013-04-16,11312,Tuesday,4,4,2013,,,,,0,0,0,33750.0,29012.0,36528.857142857145,35594.25,1,16,0
d_810,28815,2013-04-17,11312,Wednesday,5,4,2013,,,,,0,0,0,31441.0,29456.0,36141.57142857143,35666.642857142855,2,16,0
d_811,28474,2013-04-18,11312,Thursday,6,4,2013,,,,,0,0,0,32692.0,29642.0,35766.42857142857,35643.75,3,16,0
d_812,32829,2013-04-19,11312,Friday,7,4,2013,,,,,0,0,0,36082.0,33168.0,35163.857142857145,35602.03571428572,4,16,0
d_813,40857,2013-04-20,11313,Saturday,1,4,2013,,,,,0,0,0,43645.0,40620.0,34699.142857142855,35589.92857142857,5,16,0
d_814,39931,2013-04-21,11313,Sunday,2,4,2013,,,,,0,0,0,43990.0,40633.0,34300.857142857145,35598.392857142855,6,16,0
d_815,29951,2013-04-22,11313,Monday,3,4,2013,,,,,0,0,0,34102.0,29667.0,33721.0,35573.32142857143,0,17,0
d_816,27059,2013-04-23,11313,Tuesday,4,4,2013,,,,,0,0,0,31039.0,28632.0,33128.0,35583.46428571428,1,17,0
d_817,27607,2013-04-24,11313,Wednesday,5,4,2013,,,,,0,0,0,28815.0,28258.0,32559.428571428572,35527.28571428572,2,17,0
d_818,27476,2013-04-25,11313,Thursday,6,4,2013,,,,,0,0,0,28474.0,29654.0,32386.85714285714,35504.03571428572,3,17,0
d_819,31206,2013-04-26,11313,Friday,7,4,2013,,,,,0,0,0,32829.0,38067.0,32244.285714285714,35426.25,4,17,0
d_820,35329,2013-04-27,11314,Saturday,1,4,2013,,,,,0,0,0,40857.0,46410.0,32012.428571428572,35181.21428571428,5,17,0
d_821,38902,2013-04-28,11314,Sunday,2,4,2013,,,,,0,0,0,39931.0,34448.0,31222.714285714286,34785.46428571428,6,17,0
d_822,27445,2013-04-29,11314,Monday,3,4,2013,,,,,0,0,0,29951.0,34522.0,31075.714285714286,34944.53571428572,0,18,0
d_823,28144,2013-04-30,11314,Tuesday,4,4,2013,,,,,0,0,0,27059.0,34642.0,30717.714285714286,34691.78571428572,1,18,0
d_824,31358,2013-05-01,11314,Wednesday,5,5,2013,,,,,1,1,0,27607.0,35594.0,30872.714285714286,34459.71428571428,2,18,0
d_825,31741,2013-05-02,11314,Thursday,6,5,2013,,,,,1,0,1,27476.0,32174.0,31408.571428571428,34308.42857142857,3,18,0
d_826,36950,2013-05-03,11314,Friday,7,5,2013,,,,,1,1,1,31206.0,38056.0,32017.85714285714,34292.96428571428,4,18,0
d_827,40812,2013-05-04,11315,Saturday,1,5,2013,,,,,1,0,0,35329.0,46821.0,32838.42857142857,34253.46428571428,5,18,0
d_828,43203,2013-05-05,11315,Sunday,2,5,2013,OrthodoxEaster,Religious,Cinco De Mayo,Cultural,1,1,1,38902.0,46444.0,33621.71428571428,34038.857142857145,6,18,1
d_829,35368,2013-05-06,11315,Monday,3,5,2013,,,,,1,1,1,27445.0,35017.0,34236.142857142855,33923.107142857145,0,19,0
d_830,31673,2013-05-07,11315,Tuesday,4,5,2013,,,,,1,1,0,28144.0,33750.0,35368.0,33935.642857142855,1,19,0
d_831,31346,2013-05-08,11315,Wednesday,5,5,2013,,,,,1,0,1,31358.0,31441.0,35872.142857142855,33861.46428571428,2,19,0
d_832,32938,2013-05-09,11315,Thursday,6,5,2013,,,,,1,1,1,31741.0,32692.0,35870.42857142857,33858.07142857143,3,19,0
d_833,33497,2013-05-10,11315,Friday,7,5,2013,,,,,1,0,0,36950.0,36082.0,36041.42857142857,33866.857142857145,4,19,0
d_834,45385,2013-05-11,11316,Saturday,1,5,2013,,,,,0,1,1,40812.0,43645.0,35548.142857142855,33774.53571428572,5,19,0
d_835,37390,2013-05-12,11316,Sunday,2,5,2013,Mother's day,Cultural,,,0,1,1,43203.0,43990.0,36201.42857142857,33836.67857142857,6,19,1
d_836,34609,2013-05-13,11316,Monday,3,5,2013,,,,,0,1,0,35368.0,34102.0,35371.0,33600.96428571428,0,20,0
d_837,32885,2013-05-14,11316,Tuesday,4,5,2013,,,,,0,0,1,31673.0,31039.0,35262.57142857143,33619.07142857143,1,20,0
d_838,34611,2013-05-15,11316,Wednesday,5,5,2013,,,,,0,1,1,31346.0,28815.0,35435.71428571428,33685.0,2,20,0
d_839,31937,2013-05-16,11316,Thursday,6,5,2013,,,,,0,0,0,32938.0,28474.0,35902.142857142855,33892.0,3,20,0
d_840,34682,2013-05-17,11316,Friday,7,5,2013,,,,,0,0,0,33497.0,32829.0,35759.142857142855,34015.67857142857,4,20,0
d_841,40830,2013-05-18,11317,Saturday,1,5,2013,,,,,0,0,0,45385.0,40857.0,35928.42857142857,34081.857142857145,5,20,0
d_842,42673,2013-05-19,11317,Sunday,2,5,2013,,,,,0,0,0,37390.0,39931.0,35277.71428571428,34080.892857142855,6,20,0
d_843,33646,2013-05-20,11317,Monday,3,5,2013,,,,,0,0,0,34609.0,29951.0,36032.42857142857,34178.82142857143,0,21,0
d_844,30286,2013-05-21,11317,Tuesday,4,5,2013,,,,,0,0,0,32885.0,27059.0,35894.857142857145,34310.78571428572,1,21,0
d_845,28935,2013-05-22,11317,Wednesday,5,5,2013,,,,,0,0,0,34611.0,27607.0,35523.57142857143,34426.03571428572,2,21,0
d_846,30902,2013-05-23,11317,Thursday,6,5,2013,,,,,0,0,0,31937.0,27476.0,34712.71428571428,34473.46428571428,3,21,0
d_847,35081,2013-05-24,11317,Friday,7,5,2013,,,,,0,0,0,34682.0,31206.0,34564.857142857145,34595.82142857143,4,21,0
d_848,39143,2013-05-25,11318,Saturday,1,5,2013,,,,,0,0,0,40830.0,35329.0,34621.857142857145,34734.21428571428,5,21,0
d_849,36049,2013-05-26,11318,Sunday,2,5,2013,,,,,0,0,0,42673.0,38902.0,34380.857142857145,34870.42857142857,6,21,0
d_850,36277,2013-05-27,11318,Monday,3,5,2013,MemorialDay,National,,,0,0,0,33646.0,27445.0,33434.57142857143,34768.53571428572,0,22,1
d_851,29298,2013-05-28,11318,Tuesday,4,5,2013,,,,,0,0,0,30286.0,28144.0,33810.42857142857,35083.96428571428,1,22,0
d_852,26967,2013-05-29,11318,Wednesday,5,5,2013,,,,,0,0,0,28935.0,31358.0,33669.28571428572,35125.17857142857,2,22,0
d_853,28125,2013-05-30,11318,Thursday,6,5,2013,,,,,0,0,0,30902.0,31741.0,33388.142857142855,34968.357142857145,3,22,0
d_854,36086,2013-05-31,11318,Friday,7,5,2013,,,,,0,0,0,35081.0,36950.0,32991.42857142857,34839.21428571428,4,22,0
d_855,44808,2013-06-01,11319,Saturday,1,6,2013,,,,,1,1,0,39143.0,40812.0,33135.0,34808.357142857145,5,22,0
d_856,47502,2013-06-02,11319,Sunday,2,6,2013,,,,,1,0,1,36049.0,43203.0,33944.28571428572,34951.07142857143,6,22,0
d_857,39245,2013-06-03,11319,Monday,3,6,2013,,,,,1,1,1,36277.0,35368.0,35580.42857142857,35104.607142857145,0,23,0
d_858,33809,2013-06-04,11319,Tuesday,4,6,2013,,,,,1,0,0,29298.0,31673.0,36004.42857142857,35243.07142857143,1,23,0
d_859,35911,2013-06-05,11319,Wednesday,5,6,2013,,,,,1,1,1,26967.0,31346.0,36648.857142857145,35319.357142857145,2,23,0
d_860,34166,2013-06-06,11319,Thursday,6,6,2013,NBAFinalsStart,Sporting,,,1,1,1,28125.0,32938.0,37926.57142857143,35482.392857142855,3,23,1
d_861,37602,2013-06-07,11319,Friday,7,6,2013,,,,,1,1,0,36086.0,33497.0,38789.57142857143,35526.25,4,23,0
d_862,44647,2013-06-08,11320,Saturday,1,6,2013,,,,,1,0,1,44808.0,45385.0,39006.142857142855,35672.857142857145,5,23,0
d_863,48164,2013-06-09,11320,Sunday,2,6,2013,,,,,1,1,1,47502.0,37390.0,38983.142857142855,35646.5,6,23,0
d_864,36769,2013-06-10,11320,Monday,3,6,2013,,,,,1,0,0,39245.0,34609.0,39077.71428571428,36031.28571428572,0,24,0
d_865,34625,2013-06-11,11320,Tuesday,4,6,2013,,,,,0,1,1,33809.0,32885.0,38724.0,36108.42857142857,1,24,0
d_866,33942,2013-06-12,11320,Wednesday,5,6,2013,,,,,0,1,1,35911.0,34611.0,38840.57142857143,36170.57142857143,2,24,0
d_867,34188,2013-06-13,11320,Thursday,6,6,2013,,,,,0,1,0,34166.0,31937.0,38559.28571428572,36146.67857142857,3,24,0
d_868,39767,2013-06-14,11320,Friday,7,6,2013,,,,,0,0,1,37602.0,34682.0,38562.42857142857,36227.07142857143,4,24,0
d_869,46309,2013-06-15,11321,Saturday,1,6,2013,,,,,0,1,1,44647.0,40830.0,38871.71428571428,36408.67857142857,5,24,0
d_870,39690,2013-06-16,11321,Sunday,2,6,2013,Father's day,Cultural,,,0,0,0,48164.0,42673.0,39109.142857142855,36604.357142857145,6,24,1
d_871,34118,2013-06-17,11321,Monday,3,6,2013,,,,,0,0,0,36769.0,33646.0,37898.57142857143,36497.82142857143,0,25,0
d_872,31177,2013-06-18,11321,Tuesday,4,6,2013,,,,,0,0,0,34625.0,30286.0,37519.857142857145,36514.67857142857,1,25,0
d_873,31070,2013-06-19,11321,Wednesday,5,6,2013,,,,,0,0,0,33942.0,28935.0,37027.28571428572,36546.5,2,25,0
d_874,31771,2013-06-20,11321,Thursday,6,6,2013,NBAFinalsEnd,Sporting,,,0,0,0,34188.0,30902.0,36617.0,36622.75,3,25,1
d_875,36703,2013-06-21,11321,Friday,7,6,2013,,,,,0,0,0,39767.0,35081.0,36271.71428571428,36653.78571428572,4,25,0
d_876,42276,2013-06-22,11322,Saturday,1,6,2013,,,,,0,0,0,46309.0,39143.0,35834.0,36711.71428571428,5,25,0
d_877,43275,2013-06-23,11322,Sunday,2,6,2013,,,,,0,0,0,39690.0,36049.0,35257.857142857145,36823.607142857145,6,25,0
d_878,34118,2013-06-24,11322,Monday,3,6,2013,,,,,0,0,0,34118.0,36277.0,35770.0,37081.67857142857,0,26,0
d_879,31603,2013-06-25,11322,Tuesday,4,6,2013,,,,,0,0,0,31177.0,29298.0,35770.0,37004.57142857143,1,26,0
d_880,30356,2013-06-26,11322,Wednesday,5,6,2013,,,,,0,0,0,31070.0,26967.0,35830.857142857145,37086.892857142855,2,26,0
d_881,31457,2013-06-27,11322,Thursday,6,6,2013,,,,,0,0,0,31771.0,28125.0,35728.857142857145,37207.92857142857,3,26,0
d_882,36753,2013-06-28,11322,Friday,7,6,2013,,,,,0,0,0,36703.0,36086.0,35684.0,37326.92857142857,4,26,0
d_883,44949,2013-06-29,11323,Saturday,1,6,2013,,,,,0,0,0,42276.0,44808.0,35691.142857142855,37350.75,5,26,0
d_884,44823,2013-06-30,11323,Sunday,2,6,2013,,,,,0,0,0,43275.0,47502.0,36073.0,37355.78571428572,6,26,0
d_885,38716,2013-07-01,11323,Monday,3,7,2013,,,,,1,1,0,34118.0,39245.0,36294.142857142855,37260.107142857145,0,27,0
d_886,37242,2013-07-02,11323,Tuesday,4,7,2013,,,,,1,0,1,31603.0,33809.0,36951.0,37241.21428571428,1,27,0
d_887,43999,2013-07-03,11323,Wednesday,5,7,2013,,,,,1,1,1,30356.0,35911.0,37756.57142857143,37363.82142857143,2,27,0
d_888,36783,2013-07-04,11323,Thursday,6,7,2013,IndependenceDay,National,,,1,0,0,31457.0,34166.0,39705.57142857143,37652.67857142857,3,27,1
d_889,40807,2013-07-05,11323,Friday,7,7,2013,,,,,1,1,1,36753.0,37602.0,40466.42857142857,37746.142857142855,4,27,0
d_890,41832,2013-07-06,11324,Saturday,1,7,2013,,,,,1,1,1,44949.0,44647.0,41045.57142857143,37860.607142857145,5,27,0
d_891,44624,2013-07-07,11324,Sunday,2,7,2013,,,,,1,1,0,44823.0,48164.0,40600.28571428572,37760.07142857143,6,27,0
d_892,37460,2013-07-08,11324,Monday,3,7,2013,,,,,1,0,1,38716.0,36769.0,40571.857142857145,37633.642857142855,0,28,0
d_893,37253,2013-07-09,11324,Tuesday,4,7,2013,Ramadan starts,Religious,,,1,1,1,37242.0,34625.0,40392.42857142857,37658.32142857143,1,28,1
d_894,34579,2013-07-10,11324,Wednesday,5,7,2013,,,,,1,0,0,43999.0,33942.0,40394.0,37752.17857142857,2,28,0
d_895,36361,2013-07-11,11324,Thursday,6,7,2013,,,,,0,1,1,36783.0,34188.0,39048.28571428572,37774.92857142857,3,28,0
d_896,41279,2013-07-12,11324,Friday,7,7,2013,,,,,0,1,1,40807.0,39767.0,38988.0,37852.53571428572,4,28,0
d_897,45185,2013-07-13,11325,Saturday,1,7,2013,,,,,0,1,0,41832.0,46309.0,39055.42857142857,37906.53571428572,5,28,0
d_898,46672,2013-07-14,11325,Sunday,2,7,2013,,,,,0,0,1,44624.0,39690.0,39534.42857142857,37866.392857142855,6,28,0
d_899,37624,2013-07-15,11325,Monday,3,7,2013,,,,,0,1,1,37460.0,34118.0,39827.0,38115.75,0,29,0
d_900,33937,2013-07-16,11325,Tuesday,4,7,2013,,,,,0,0,0,37253.0,31177.0,39850.42857142857,38240.96428571428,1,29,0
d_901,32467,2013-07-17,11325,Wednesday,5,7,2013,,,,,0,0,0,34579.0,31070.0,39376.71428571428,38339.53571428572,2,29,0
d_902,33921,2013-07-18,11325,Thursday,6,7,2013,,,,,0,0,0,36361.0,31771.0,39075.0,38389.42857142857,3,29,0
d_903,36194,2013-07-19,11325,Friday,7,7,2013,,,,,0,0,0,41279.0,36703.0,38726.42857142857,38466.21428571428,4,29,0
d_904,41527,2013-07-20,11326,Saturday,1,7,2013,,,,,0,0,0,45185.0,42276.0,38000.0,38448.03571428572,5,29,0
d_905,42039,2013-07-21,11326,Sunday,2,7,2013,,,,,0,0,0,46672.0,43275.0,37477.42857142857,38421.28571428572,6,29,0
d_906,32203,2013-07-22,11326,Monday,3,7,2013,,,,,0,0,0,37624.0,34118.0,36815.57142857143,38377.142857142855,0,30,0
d_907,31304,2013-07-23,11326,Tuesday,4,7,2013,,,,,0,0,0,33937.0,31603.0,36041.142857142855,38308.75,1,30,0
d_908,31468,2013-07-24,11326,Wednesday,5,7,2013,,,,,0,0,0,32467.0,30356.0,35665.0,38298.07142857143,2,30,0
d_909,31816,2013-07-25,11326,Thursday,6,7,2013,,,,,0,0,0,33921.0,31457.0,35522.28571428572,38337.78571428572,3,30,0
